,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
1757,LAUR,"Laureate Education, Inc.",13.57,$2.54B,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/laur,
1758,LAWS,"Lawson Products, Inc.",25,$222.2M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws,
1759,LAYN,Layne Christensen Company,12.51,$248.73M,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn,
1760,LCNB,LCNB Corporation,20.7,$207.39M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb,
1761,LBIX,Leading Brands Inc,1.57,$4.4M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix,
1762,LPTX,"LEAP THERAPEUTICS, INC.",6.05,$74.74M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptx,
1763,LGCY,Legacy Reserves LP,1.18,$85.97M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcy,
1764,LGCYO,Legacy Reserves LP,3.95,$27.65M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyo,
1765,LGCYP,Legacy Reserves LP,3.92,$7.84M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lgcyp,
1766,LTXB,"LegacyTexas Financial Group, Inc.",41.86,$2.01B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ltxb,
1767,DDBI,Legg Mason Developed EX-US Diversified Core ETF,29.55,$5.91M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ddbi,
1772,UDBI,Legg Mason US Diversified Core ETF,32.5513,$3.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udbi,
1774,LMAT,"LeMaitre Vascular, Inc.",31.55,$607.81M,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat,
1775,TREE,"LendingTree, Inc.",336.65,$4.03B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/tree,
1776,LXRX,"Lexicon Pharmaceuticals, Inc.",10.4,$1.1B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx,
1777,LX,LexinFintech Holdings Ltd.,13.53,$2.22B,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lx,
1778,LGIH,"LGI Homes, Inc.",75.46,$1.64B,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih,
1779,LHCG,LHC Group,61.18,$1.12B,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg,
1780,LLIT,Lianluo Smart Limited,1.75,$30.3M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/llit,
1781,LBRDA,Liberty Broadband Corporation,83.35,$15.16B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda,
1782,LBRDK,Liberty Broadband Corporation,83.54,$15.19B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrdk,
1783,LEXEA,"Liberty Expedia Holdings, Inc.",44.47,$2.55B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexea,
1784,LEXEB,"Liberty Expedia Holdings, Inc.",45.02,$2.58B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexeb,
1785,LBTYA,Liberty Global plc,35.4,$29.05B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya,
1786,LBTYB,Liberty Global plc,35.55,$29.17B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb,
1787,LBTYK,Liberty Global plc,33.47,$27.46B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk,
1788,LILA,Liberty Global plc,20.71,$3.55B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lila,
1789,LILAK,Liberty Global plc,20.49,$3.51B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lilak,
1790,LVNTA,Liberty Interactive Corporation,54.08,$4.63B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta,
1791,LVNTB,Liberty Interactive Corporation,59.88,$5.13B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb,
1792,QVCA,Liberty Interactive Corporation,25.34,$10.9B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvca,
1793,QVCB,Liberty Interactive Corporation,25.73,$11.07B,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvcb,
1795,BATRK,Liberty Media Corporation,22.94,$1.13B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/batrk,
1797,FWONK,Liberty Media Corporation,34.31,$7.88B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/fwonk,
1800,LSXMK,Liberty Media Corporation,39.69,$13.34B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lsxmk,
1801,TAX,"Liberty Tax, Inc.",11.05,$140.15M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tax,
1802,LTRPA,"Liberty TripAdvisor Holdings, Inc.",9.4,$705.53M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa,
1803,LTRPB,"Liberty TripAdvisor Holdings, Inc.",9.4,$705.53M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb,
1804,LPNT,"LifePoint Health, Inc.",49.3,$1.94B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt,
1805,LCUT,"Lifetime Brands, Inc.",16.6,$245.95M,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut,
1806,LFVN,Lifevantage Corporation,4.91,$69.89M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn,
1807,LWAY,"Lifeway Foods, Inc.",8.13,$130.28M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lway,
1808,LGND,Ligand Pharmaceuticals Incorporated,138.4,$2.92B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd,
1809,LTBR,Lightbridge Corporation,1.48,$17.02M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr,
1810,LPTH,"LightPath Technologies, Inc.",2.2,$53.99M,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth,
1811,LLEX,"Lilis Energy, Inc.",5.14,$273.96M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/llex,
1812,LMB,"Limbach Holdings, Inc.",13.79,$102.81M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/lmb,
1813,LLNW,"Limelight Networks, Inc.",4.54,$500.17M,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw,
1814,LMNR,Limoneira Co,22.68,$326.71M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr,
1815,LINC,Lincoln Educational Services Corporation,2.18,$53.89M,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc,
1816,LECO,"Lincoln Electric Holdings, Inc.",91.9,$6.04B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco,
1817,LIND,Lindblad Expeditions Holdings Inc. ,9.58,$435.25M,2013,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/lind,
1819,LINU,LiNiu Technology Group,1.33,$2.77M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/linu,
1820,LPCN,Lipocine Inc.,3.5,$74.19M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lpcn,
1821,LQDT,"Liquidity Services, Inc.",4.75,$151.48M,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt,
1822,LFUS,"Littelfuse, Inc.",195.83,$4.45B,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus,
1823,LIVN,LivaNova PLC,80.9,$3.9B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn,
1824,LOB,"Live Oak Bancshares, Inc.",23.35,$931.12M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/lob,
1825,LIVE,Live Ventures Incorporated,13.26,$26.66M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/live,
1826,LPSN,"LivePerson, Inc.",11.4,$678.58M,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn,
1827,LKQ,LKQ Corporation,40.87,$12.63B,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq,
1828,LMFA,"LM Funding America, Inc.",1.7,$5.61M,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfa,
1830,LOGI,Logitech International S.A.,33.78,$5.55B,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi,
1831,LOGM,"LogMein, Inc.",114.6,$6.04B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm,
1833,LONE,Lonestar Resources US Inc.,3.48,$85.29M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lone,
1834,LTEA,Long Island Iced Tea Corp.,4.07,$39.71M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ltea,
1835,LFIN,LongFin Corp,58.87,$4.88B,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/lfin,
1836,LOOP,"Loop Industries, Inc.",13.99,$458.97M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/loop,
1837,LORL,"Loral Space and Communications, Inc.",43.75,$1.35B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl,
1838,LOXO,"Loxo Oncology, Inc.",86.14,$2.58B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo,
1839,LPLA,LPL Financial Holdings Inc.,56.79,$5.12B,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla,
1840,LRAD,LRAD Corporation,2.44,$78.98M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad,
1841,LYTS,LSI Industries Inc.,6.77,$174.61M,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts,
1842,LULU,lululemon athletica inc.,79.28,$10.73B,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu,
1843,LITE,Lumentum Holdings Inc.,50.05,$3.1B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lite,
1844,LMNX,Luminex Corporation,19.68,$866.99M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx,
1845,LUNA,Luna Innovations Incorporated,2.44,$69.3M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna,
1846,LBC,Luther Burbank Corporation,12.24,$662.8M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/lbc,
1847,MBTF,M B T Financial Corp,10.4,$237.94M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf,
1848,MACQ,"M I Acquisitions, Inc.",10.29,$72.63M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/macq,
1851,MIII,M III Acquisition Corp.,9.88,$189.79M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/miii,
1854,MBVX,"MabVax Therapeutics Holdings, Inc.",0.801,$16.49M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbvx,
1855,MCBC,Macatawa Bank Corporation,10,$339.41M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc,
1856,MFNC,Mackinac Financial Corporation,16,$100.72M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc,
1857,MTSI,"MACOM Technology Solutions Holdings, Inc.",33,$2.12B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi,
1858,MGNX,"MacroGenics, Inc.",19.46,$716.57M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx,
1859,MDGL,"Madrigal Pharmaceuticals, Inc.",94.61,$1.18B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdgl,
1860,MAGS,Magal Security Systems Ltd.,5.29,$121.74M,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags,
1861,MGLN,"Magellan Health, Inc.",98.1,$2.36B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln,
1862,MGIC,Magic Software Enterprises Ltd.,8.35,$371.46M,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic,
1863,CALL,magicJack VocalTec Ltd,8.45,$136.17M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call,
1864,MNGA,MagneGas Corporation,0.3163,$5.92M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga,
1865,MGYR,"Magyar Bancorp, Inc.",12.8,$74.51M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr,
1866,MHLD,"Maiden Holdings, Ltd.",6.95,$588.14M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld,
1867,MSFG,"MainSource Financial Group, Inc.",37.09,$948.85M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg,
1868,MMYT,MakeMyTrip Limited,29.75,$2.73B,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt,
1869,MBUU,"Malibu Boats, Inc.",30.24,$616.11M,2014,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu,
1870,MLVF,"Malvern Bancorp, Inc.",26.75,$175.82M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf,
1871,MAMS,"MAM Software Group, Inc.",7.59,$95.41M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams,
1872,TUSK,"Mammoth Energy Services, Inc.",19.85,$883.37M,2016,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/tusk,
1873,MANH,"Manhattan Associates, Inc.",48.48,$3.34B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh,
1874,LOAN,"Manhattan Bridge Capital, Inc",5.98,$48.49M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/loan,
1875,MNTX,"Manitex International, Inc.",9.43,$156.13M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx,
1876,MTEX,"Mannatech, Incorporated",14.75,$39.95M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex,
1877,MNKD,MannKind Corporation,2.4,$285.29M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd,
1878,MANT,ManTech International Corporation,50.66,$1.98B,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant,
1879,MARA,"Marathon Patent Group, Inc.",4.72,$52.5M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mara,
1880,MCHX,"Marchex, Inc.",3.21,$140.18M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx,
1881,MARPS,Marine Petroleum Trust,3.6,$7.2M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps,
1882,MRNS,"Marinus Pharmaceuticals, Inc.",7.99,$323.04M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns,
1883,MKTX,"MarketAxess Holdings, Inc.",201,$7.54B,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx,
1884,MRLN,Marlin Business Services Corp.,22.55,$282.08M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln,
1885,MAR,Marriott International,136.25,$49.67B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar,
1886,MBII,"Marrone Bio Innovations, Inc.",1.0913,$34.21M,2013,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mbii,
1887,MRTN,"Marten Transport, Ltd.",20.3,$1.11B,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn,
1888,MMLP,Martin Midstream Partners L.P.,13.9,$534.41M,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp,
1889,MRVL,Marvell Technology Group Ltd.,22.05,$10.91B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl,
1890,MASI,Masimo Corporation,86.53,$4.47B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi,
1891,MTCH,"Match Group, Inc.",31.59,$8.63B,2015,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/mtch,
1892,MTLS,Materialise NV,12.39,$586.36M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtls,
1893,MPAC,Matlin & Partners Acquisition Corporation,9.7401,$395.69M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/mpac,
1896,MTRX,Matrix Service Company,18.3,$489.5M,1990,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx,
1897,MAT,"Mattel, Inc.",15.62,$5.37B,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat,
1898,MATR,Mattersight Corporation,2.5,$81.83M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/matr,
1899,MATW,Matthews International Corporation,53.25,$1.71B,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw,
1900,MXIM,"Maxim Integrated Products, Inc.",52.44,$14.76B,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim,
1901,MXWL,"Maxwell Technologies, Inc.",5.92,$219.49M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl,
1902,MZOR,Mazor Robotics Ltd.,53.7,$1.4B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor,
1903,MBFI,MB Financial Inc.,44.37,$3.72B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi,
1905,MBFIP,MB Financial Inc.,25.41,$101.64M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfip,
1906,MCFT,"MCBC Holdings, Inc.",22.74,$424.75M,2015,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mcft,
1907,MGRC,McGrath RentCorp,47.13,$1.13B,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc,
1908,MDCA,MDC Partners Inc.,9.7,$484.37M,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca,
1909,MFIN,Medallion Financial Corp.,3.84,$93.22M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mfin,
1911,MTBC,"Medical Transcription Billing, Corp.",2.7,$31.13M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbc,
1912,MTBCP,"Medical Transcription Billing, Corp.",25.44,$23.64M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbcp,
1913,MNOV,"MediciNova, Inc.",6.5,$234.65M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov,
1914,MDSO,"Medidata Solutions, Inc.",65.12,$3.81B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso,
1915,MDGS,Medigus Ltd.,1.4,$5.37M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdgs,
1916,MDWD,MediWound Ltd.,4.5,$121.71M,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mdwd,
1917,MEDP,"Medpace Holdings, Inc.",36.78,$1.3B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/medp,
1918,MEIP,"MEI Pharma, Inc.",2.04,$75.51M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip,
1919,MLCO,Melco Resorts & Entertainment Limited,29.23,$14.38B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mlco,
1920,MLNT,"Melinta Therapeutics, Inc.",16.3,$358.58M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mlnt,
1921,MLNX,"Mellanox Technologies, Ltd.",64.4,$3.28B,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx,
1922,MELR,"Melrose Bancorp, Inc.",19.25,$50.06M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/melr,
1923,MTSL,MER Telemanagement Solutions Ltd.,2.2701,$6.62M,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mtsl,
1924,MELI,"MercadoLibre, Inc.",319,$14.09B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli,
1925,MBWM,Mercantile Bank Corporation,35.83,$590.9M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm,
1926,MERC,Mercer International Inc.,14.3,$929.75M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/merc,
1927,MBIN,Merchants Bancorp,19.75,$566.53M,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/mbin,
1928,MRCY,Mercury Systems Inc,51.3,$2.47B,1998,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mrcy,
1929,EBSB,"Meridian Bancorp, Inc.",20.85,$1.13B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebsb,
1930,MRBK,Meridian Bank,19.39,$123.95M,2017,n/a,n/a,http://www.nasdaq.com/symbol/mrbk,
1931,VIVO,Meridian Bioscience Inc.,14.2,$600.77M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vivo,
1932,MRDN,"Meridian Waste Solutions, Inc",1.0898,$15.07M,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/mrdn,
1934,MMSI,"Merit Medical Systems, Inc.",43.45,$2.18B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmsi,
1935,MACK,"Merrimack Pharmaceuticals, Inc.",10.41,$138.8M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack,
1936,MRSN,"Mersana Therapeutics, Inc.",18.9,$430.04M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrsn,
1937,MRUS,Merus N.V.,15.31,$297.16M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrus,
1938,MLAB,"Mesa Laboratories, Inc.",129.4,$489.1M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab,
1939,MESO,Mesoblast Limited,6,$564.53M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/meso,
1940,CASH,"Meta Financial Group, Inc.",91.05,$880.13M,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash,
1941,MEOH,Methanex Corporation,60.85,$5.1B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh,
1942,MGCD,MGC Diagnostics Corporation,11.03,$48.68M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mgcd,
1943,MGEE,MGE Energy Inc.,63.7,$2.21B,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee,
1944,MGPI,"MGP Ingredients, Inc.",75.07,$1.26B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mgpi,
1945,MBOT,Microbot Medical Inc. ,1.03,$39.76M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mbot,
1946,MCHP,Microchip Technology Incorporated,88.4,$20.68B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp,
1947,MU,"Micron Technology, Inc.",42.48,$49.12B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu,
1948,MICT,"Micronet Enertec Technologies, Inc.",1.09,$9.41M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mict,
1950,MSCC,Microsemi Corporation,51.74,$6.08B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc,
1951,MSFT,Microsoft Corporation,85.71,$661.22B,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft,
